,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
灰趾甲,0.0,0.0,0.0,0.03255976,0.0,0.0,0.0,0.014124707,0.0,0.0,0.0,0.0,0.0,0.0,0.008752969,0.055069555,0.032487173,0.0315868,0.0,0.027281089,0.01308484,0.0,0.0,0.0,0.026253972,0.0,0.0,0.0347699,0.0,0.03075719,0.0,0.0,0.01761581,0.027002502,0.071084425,0.0,0.015267347,0.0,0.030849263,0.034175243,0.0,0.0,0.0,0.063219026,0.0,0.033682574,0.02343846,0.05001605,0.0,0.0,0.023282178,0.0,0.012434287,0.035876457,0.0,0.044705305,0.023430943,0.0,0.010093643,0.0,0.028285893,0.017432362,0.019092293,0.0,0.034563296,0.0,0.0,0.0,0.0,0.015675537,0.0152450185,0.0,0.027558219,0.03369709,0.0,0.0,0.025675757
自觉足部症状,0.0,0.0,0.06828791,0.0,0.0,0.015125883,0.01939456,0.02429191,0.0,0.0,0.024087511,0.0,0.014676548,0.0,0.042191934,0.0,0.0,0.0,0.04268596,0.0,0.0,0.030400403,0.0,0.0,0.017408915,0.0,0.009860551,0.0,0.0,0.03198992,0.026528662,0.0,0.0,0.0,0.0,0.019634297,0.0,0.02356028,0.051483534,0.0,0.0,0.0,0.0,0.0,0.008233654,0.024015449,0.037953492,0.0,0.016664764,0.023048474,0.0,0.0,0.0,0.0,0.0,0.016663486,0.0,0.061665084,0.0173683,0.043093476,0.0,0.0,0.018670963,0.032628834,0.0,0.01516359,0.028483909,0.0,0.038869224,0.026247999,0.031716228,0.0,0.0,0.0,0.04927107,0.0,0.022728713
足背动脉搏动,0.021493955,0.01776546,0.044331755,0.024401406,0.03205185,0.03881031,0.033406705,0.03209067,0.0,0.0110801635,0.027581593,0.028235432,0.021609208,0.0,0.0,0.0,0.028717749,0.0,0.0,0.0,0.030485846,0.014709257,0.0366071,0.0,0.0,0.0,0.0,0.039790057,0.043242875,0.0,0.0,0.01542695,0.0,0.0,0.0,0.0,0.016864212,0.019808887,0.026351143,0.0,0.024157172,0.0,0.0,0.013049891,0.009201851,0.0,0.0,0.0,0.023324454,0.0,0.0,0.022718402,0.0,0.016388286,0.0,0.025692182,0.024719818,0.027462283,0.0,0.018210454,0.0,0.0,0.0,0.033915713,0.05002203,0.0,0.0,0.036994852,0.0,0.025374178,0.0,0.0,0.0,0.021165805,0.017734855,0.041686866,0.0
每天足部检查 ,0.047444787,0.03615255,0.01898232,0.032401,0.0,0.0,0.0,0.0,0.01783598,0.035592306,0.0,0.0,0.022986881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101034455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024746185,0.03720571,0.0,0.0,0.049544264,0.0,0.0,0.0,0.011446855,0.02681433,0.051156368,0.0,0.054643646,0.0,0.017743628,0.0,0.0,0.0,0.04946365,0.019850006,0.06589029,0.054700516,0.042790193,0.0,0.0,0.0,0.0,0.020876512,0.09412179,0.0,0.0,0.0,0.0,0.0,0.0,0.011610029,0.017913032,0.031218192,0.0,0.0,0.0,0.030785652,0.026850104,0.0,0.0,0.027356219,0.0
每天足部清洁,0.0,0.0,0.0,0.016957842,0.019384906,0.0,0.018066185,0.016541028,0.0,0.028006408,0.0,0.025940428,0.016961446,0.0,0.02920528,0.037738986,0.024168083,0.030271176,0.0,0.025287129,0.03683968,0.0,0.01578254,0.0,0.0,0.022701534,0.0,0.04211768,0.020991283,0.0,0.0,0.0,0.0,0.031108193,0.015387635,0.0,0.02290579,0.017102882,0.027437827,0.0,0.011659658,0.03119134,0.0,0.037957355,0.022575993,0.0,0.0,0.017885452,0.02545261,0.0,0.0,0.032359555,0.018325968,0.0,0.0,0.022545805,0.020536266,0.01842045,0.0,0.022961365,0.0,0.0,0.0,0.0,0.046676666,0.0,0.0,0.028425366,0.0,0.0,0.0,0.055850122,0.02640525,0.026646916,0.06009746,0.0,0.01527741
足部神经感觉阈值结果,0.0,0.0,0.0311756,0.02976104,0.018930253,0.021760598,0.0,0.011880638,0.012967779,0.0,0.050900273,0.02811294,0.0,0.0,0.01651187,0.040403124,0.0,0.019134702,0.0,0.0,0.04381784,0.0,0.0,0.0,0.01929544,0.0,0.0,0.030753752,0.0,0.0,0.0,0.0,0.0,0.0,0.032396577,0.0,0.01182827,0.0,0.044519883,0.0,0.02816223,0.0,0.0,0.0,0.0,0.025399849,0.0,0.0,0.013231735,0.030366834,0.0,0.03423926,0.017789558,0.0,0.0,0.032544926,0.022561017,0.0,0.0,0.0,0.0,0.0,0.0,0.049162846,0.020809557,0.0,0.0,0.031711522,0.0,0.0,0.06246536,0.0,0.027779922,0.0,0.0,0.01712365,0.05592537
ABI检查结果,0.0,0.026568837,0.0,0.0,0.0,0.0,0.03244729,0.0,0.0,0.021401038,0.0,0.022294043,0.019770363,0.018508632,0.0,0.031120641,0.060820185,0.0,0.022628244,0.017844131,0.0,0.0,0.0,0.0,0.0,0.03471927,0.0,0.021625075,0.0,0.02319155,0.0,0.0,0.01599802,0.02248566,0.01827051,0.029946223,0.0,0.028836198,0.0,0.03282271,0.01828295,0.02855291,0.0,0.0,0.024760379,0.0,0.0,0.020849267,0.0,0.0,0.019969275,0.0,0.0,0.046881136,0.031079447,0.030480841,0.0,0.0,0.0,0.04122827,0.016238024,0.0,0.047190383,0.0,0.0,0.0,0.0,0.03948716,0.0,0.029461384,0.03844894,0.036166795,0.0,0.042769507,0.079829305,0.0,0.0
抽烟,0.0,0.0,0.0,0.03403806,0.02740009,0.0,0.02146278,0.016593596,0.02125705,0.016992806,0.017100498,0.009055295,0.05228364,0.0,0.0,0.017794533,0.017516294,0.029375134,0.0,0.029578676,0.019875446,0.0,0.034537483,0.016966952,0.0,0.021688648,0.0,0.034460746,0.020166557,0.02332065,0.0,0.022493722,0.030132117,0.014858064,0.024998588,0.0,0.0,0.014198461,0.0,0.0,0.040327802,0.043945953,0.03281462,0.03466823,0.021513568,0.0,0.0,0.040548097,0.0,0.0,0.0,0.015034069,0.0,0.0,0.0,0.018605243,0.0,0.0,0.0,0.030962046,0.0,0.0,0.0,0.0,0.02718972,0.0,0.0,0.019807488,0.0,0.0,0.0,0.01777973,0.031862125,0.0,0.03926964,0.0,0.0
喝酒,0.0,0.0,0.01966694,0.014577808,0.012536879,0.0240279,0.0,0.018210605,0.0,0.018801268,0.029153146,0.0,0.0,0.0,0.015553958,0.02747095,0.05433528,0.018703211,0.0,0.0,0.0,0.0,0.0,0.030842664,0.027386304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019898137,0.01564705,0.018105384,0.072716266,0.0,0.0,0.0,0.03298241,0.06455304,0.0,0.017697461,0.0,0.0,0.012852904,0.023192732,0.013348719,0.0,0.025859378,0.0,0.023045963,0.02336593,0.027252773,0.0,0.02257384,0.045414533,0.0,0.025577808,0.03083813,0.020545993,0.0,0.04328149,0.020897664,0.046323586,0.017518725,0.0,0.063043706,0.0,0.0,0.0,0.0,0.0067148763,0.019347956
程度分级,0.0,0.032744605,0.0,0.0,0.0,0.0,0.0,0.024941688,0.0,0.027896706,0.0,0.0,0.019726763,0.035913084,0.0,0.018297885,0.021757826,0.016113048,0.01977082,0.03232019,0.0,0.0,0.0,0.0,0.0,0.05760612,0.048434183,0.028787985,0.0,0.044765346,0.0,0.0,0.028738156,0.029491734,0.0,0.04506407,0.0,0.0,0.0,0.03420114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02418576,0.0,0.0,0.05074521,0.0,0.0,0.009642742,0.08249192,0.04940929,0.032880373,0.0,0.0,0.0,0.022542153,0.0,0.0,0.0,0.028625565,0.0,0.0,0.0,0.0,0.028860074,0.013793107,0.021434313,0.0,0.025250457,0.0089615,0.0,0.0
血糖记录(是/否),0.0,0.02434557,0.0488193,0.03472195,0.0,0.034429725,0.0,0.0,0.0,0.029912641,0.0,0.0,0.0,0.02651052,0.0,0.0,0.0,0.0,0.020489745,0.029624475,0.0,0.0,0.0,0.0,0.0,0.03191699,0.03726705,0.02135186,0.0,0.0,0.0,0.0,0.051370252,0.0,0.0,0.03845688,0.0,0.0,0.036410257,0.02873093,0.037212458,0.0,0.0,0.0,0.028633462,0.051289283,0.02349364,0.0,0.019097075,0.0,0.02266901,0.0,0.0,0.025593586,0.027675662,0.0,0.0,0.0,0.0,0.0,0.0,0.027021032,0.0,0.04109404,0.02938908,0.0,0.032886382,0.0,0.045757655,0.022259545,0.0,0.0,0.031215621,0.024443183,0.0,0.035704926,0.0
