,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
总热卡(千卡),0.018435633,0.019430656,0.02361827,0.0,0.029300885,0.028400116,0.020974504,0.01730357,0.0,0.0,0.0,0.0,0.011199782,0.0,0.016101653,0.0,0.028416784,0.0,0.0086827725,0.0,0.0,0.03689563,0.016952172,0.046405595,0.0,0.0,0.024235198,0.0,0.0,0.019744204,0.022317793,0.021226192,0.016769031,0.0,0.0,0.0,0.0107891075,0.049310822,0.0,0.0,0.023369867,0.019377487,0.022619596,0.0,0.0,0.02800886,0.023067521,0.0,0.0,0.034786362,0.04511843,0.0,0.022862334,0.0,0.0,0.0,0.0,0.013658204,0.0,0.029260712,0.0,0.0,0.0,0.036437638,0.0,0.0,0.033749033,0.02174011,0.0,0.03602341,0.0,0.045830052,0.0,0.0,0.027986273,0.0,0.0
门诊测血糖（次/周),0.0,0.036301956,0.026003813,0.0,0.039178643,0.023371339,0.0,0.016150024,0.0,0.0,0.0,0.0,0.010991379,0.0,0.0,0.0,0.030793164,0.0,0.024145907,0.0,0.0,0.0,0.018097525,0.0,0.028591728,0.0,0.05867059,0.0,0.032078516,0.0,0.031169238,0.020162443,0.0,0.0,0.0,0.038646925,0.0,0.014004743,0.0110511845,0.04008862,0.0,0.025113197,0.0,0.0,0.020664917,0.03228877,0.0,0.0,0.031051902,0.022548908,0.0,0.0,0.0,0.0,0.026503943,0.0,0.0,0.030912034,0.027147729,0.0,0.0,0.0,0.019637251,0.06115422,0.0,0.022700567,0.0267173,0.029760964,0.031312753,0.0,0.0,0.029602533,0.0,0.0,0.02261225,0.028751424,0.0
自我监测血糖(次/周),0.0,0.0,0.0,0.0,0.0,0.02921213,0.0,0.025805073,0.0,0.0,0.0,0.011081745,0.0,0.022884829,0.0,0.014438154,0.013776491,0.0,0.045578223,0.0375135,0.0,0.016683968,0.011547921,0.019160507,0.0,0.016706865,0.037570868,0.0,0.020219678,0.0,0.03565381,0.023231527,0.02658052,0.0,0.02449364,0.06740959,0.056869183,0.0,0.026818987,0.019533338,0.049099904,0.03040538,0.0,0.0,0.0,0.0,0.0,0.026539903,0.0,0.021724591,0.013271462,0.043803725,0.0,0.033413593,0.0,0.0,0.0,0.0,0.041962545,0.0,0.019442579,0.0,0.0,0.03250257,0.0,0.025780257,0.0,0.0,0.0,0.0,0.0,0.021975884,0.016121823,0.057230152,0.022435827,0.0,0.0
空腹血糖(mmol/l),0.0,0.0,0.048610315,0.0,0.0,0.023617461,0.023095613,0.016088914,0.030567331,0.014968993,0.031314056,0.018966723,0.017251296,0.0,0.015166291,0.037808374,0.0,0.016501756,0.0,0.0,0.0,0.02632174,0.0,0.0,0.0,0.012168104,0.014933892,0.0,0.0,0.02723372,0.0,0.028269077,0.011480107,0.0,0.066073194,0.024717553,0.0,0.034441426,0.027043216,0.0,0.0,0.020307738,0.030604994,0.0,0.016760264,0.0,0.027934289,0.032449562,0.0,0.030926194,0.0,0.0,0.02481538,0.0,0.017751975,0.0,0.0,0.017409353,0.0,0.03662004,0.016550869,0.0,0.0135781765,0.0,0.04118184,0.0,0.0,0.035153985,0.0,0.023565618,0.013265594,0.0,0.011377526,0.0,0.0,0.0,0.015953382
餐后血糖(mmol/l),0.046168078,0.040763896,0.0,0.0,0.013291505,0.0,0.029900568,0.031912714,0.020577185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010611296,0.06611008,0.0,0.025535146,0.03243158,0.0,0.02507912,0.025909139,0.0,0.0,0.0,0.0,0.045793973,0.038343064,0.02328065,0.020184515,0.051184088,0.017763833,0.0,0.0,0.046034608,0.0,0.026350562,0.0,0.029654289,0.0,0.0,0.01528731,0.0,0.0,0.036524363,0.020970117,0.0,0.0,0.0,0.068540186,0.0,0.018215183,0.0,0.01802121,0.0388121,0.041320935,0.0,0.0,0.0,0.025116447,0.0,0.0,0.014891127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016856391,0.0,0.0,0.0,0.0
糖化血红蛋白(%),0.0,0.0,0.03768693,0.028603626,0.0,0.0,0.0,0.0,0.0,0.0,0.054967694,0.0,0.013074366,0.0,0.0,0.0,0.0,0.03196816,0.012343685,0.044410978,0.0,0.0,0.0,0.0,0.03308582,0.02518694,0.019357836,0.040138163,0.0,0.026697244,0.0,0.0,0.0,0.04641072,0.06342494,0.019921888,0.0,0.040812,0.031727884,0.0,0.0,0.0,0.0,0.057152897,0.03294436,0.0,0.0,0.0,0.0,0.032166865,0.0,0.0,0.023028562,0.0,0.018593192,0.0,0.0,0.0,0.021736503,0.046575505,0.0,0.0,0.032351606,0.0,0.0,0.018120471,0.0,0.026354305,0.0,0.043465007,0.040578213,0.0,0.022980373,0.017638216,0.02815728,0.0,0.020129126
空腹血糖(mmol/L),0.030498061,0.017429324,0.0,0.019119242,0.0,0.0,0.0,0.041237533,0.038090136,0.0183962,0.035229247,0.0,0.0,0.0,0.010381736,0.0,0.0,0.012348903,0.0,0.03389432,0.035389867,0.0,0.028133942,0.026738219,0.0600469,0.0,0.0,0.027365215,0.0,0.025172334,0.034960322,0.03925221,0.0,0.0,0.0,0.0,0.0,0.036307268,0.02962732,0.0,0.0,0.0,0.028434413,0.0,0.0,0.0,0.019080725,0.0,0.0,0.0,0.0,0.050837807,0.03481665,0.0,0.0,0.0,0.02507545,0.0,0.03066489,0.0,0.0,0.0,0.0,0.0,0.0,0.041794,0.0,0.0,0.033760846,0.0,0.0,0.0,0.0,0.0,0.0,0.019402644,0.0
餐后2H血糖(mmol/L),0.0,0.0,0.0,0.04668793,0.0,0.0,0.0,0.0,0.033419438,0.079532295,0.0323982,0.0,0.0,0.028559454,0.0,0.046057712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012116046,0.028012112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043940026,0.02935403,0.0,0.0,0.0,0.0,0.023497496,0.026360225,0.0,0.0,0.0,0.0,0.018953623,0.0,0.0,0.0,0.02998827,0.03402747,0.0,0.0,0.0,0.036023553,0.0,0.0,0.0,0.022795236,0.023507157,0.05157993,0.0,0.0,0.0,0.0,0.019893887,0.0,0.025445621,0.0,0.0,0.046893932,0.02650293,0.0,0.041950062,0.0,0.017829401,0.0
糖化血红蛋白(%).1,0.0,0.0,0.020595536,0.0,0.0,0.024404405,0.0,0.0,0.01616165,0.0,0.010819951,0.0,0.0,0.01258282,0.04186427,0.014406363,0.020252338,0.08318712,0.0,0.0,0.0,0.013366843,0.0,0.014253957,0.015597269,0.0,0.0,0.0,0.008471897,0.03168787,0.018405197,0.0,0.0,0.0,0.0,0.022329474,0.0,0.0,0.011428102,0.02692755,0.0,0.04385672,0.0,0.0,0.0,0.014370843,0.0,0.0,0.0,0.021229384,0.023833245,0.0,0.0,0.10338729,0.026732013,0.0,0.0,0.0,0.0,0.0,0.027095715,0.07694527,0.0,0.019617409,0.0,0.011498552,0.014891621,0.0,0.026812239,0.0,0.0,0.019531935,0.0,0.0,0.019637944,0.01772183,0.01728684
空腹胰岛素(pmol/l),0.0,0.020923417,0.0,0.026036661,0.025029961,0.0,0.0,0.028559342,0.0,0.022523224,0.035474308,0.0,0.0,0.040832598,0.0,0.043740693,0.02875088,0.029915947,0.0,0.0,0.02427335,0.0,0.0,0.026409017,0.02005386,0.019602204,0.0,0.04601961,0.0,0.021704538,0.0,0.025426144,0.012188414,0.03200621,0.0,0.029360302,0.024048466,0.028171074,0.0,0.0,0.0,0.0,0.0,0.024153356,0.036541283,0.035144072,0.023763523,0.0,0.0,0.0,0.036158636,0.0,0.0,0.01888722,0.022301802,0.016539576,0.022686528,0.0,0.0,0.0,0.0,0.023230363,0.0,0.0,0.0,0.0,0.0,0.0,0.044006903,0.022591233,0.026779195,0.0,0.0,0.028876334,0.016955232,0.0,0.02109189
空腹C肽(nmol/l),0.0,0.02088967,0.0,0.0,0.015529665,0.02658068,0.0,0.043869514,0.0,0.0,0.0,0.029230034,0.0,0.018622981,0.0,0.0,0.031907335,0.02287885,0.0,0.025799852,0.0,0.0,0.0,0.03169698,0.0,0.0,0.0,0.0,0.032661755,0.0,0.029362066,0.023459444,0.015713636,0.0,0.0,0.029597698,0.019421943,0.0,0.0,0.032169633,0.017915864,0.027105529,0.0,0.023282615,0.0,0.019712333,0.0188761,0.028356193,0.0,0.0,0.035005465,0.042902667,0.0,0.019913137,0.0,0.0,0.026914973,0.0,0.044796806,0.0,0.027931428,0.028255941,0.0,0.03739042,0.025220526,0.0,0.012682751,0.0,0.03231267,0.0275856,0.0,0.0,0.029208718,0.020623753,0.039360728,0.017878752,0.0
餐后2H胰岛素(pmol/l),0.0,0.0,0.019020036,0.0,0.0,0.0,0.04376997,0.02413062,0.0,0.0,0.0,0.02602922,0.017022,0.0,0.04754692,0.0,0.0,0.015581327,0.012903916,0.0,0.0,0.0,0.0,0.0,0.04104302,0.0,0.010346627,0.032214995,0.0,0.026421206,0.0,0.032238837,0.0,0.0,0.031075297,0.018100196,0.0,0.0,0.0348994,0.0,0.0,0.0,0.0,0.0,0.01863993,0.020535704,0.0,0.019443287,0.020111654,0.031110154,0.0339185,0.0,0.040730596,0.0134653635,0.022297727,0.027113581,0.0,0.031137174,0.0,0.0,0.022615738,0.0,0.023740787,0.0,0.0,0.0,0.008264239,0.033007205,0.0,0.09223323,0.0527667,0.0,0.025999295,0.01804528,0.0,0.0,0.016707424
餐后2H C肽空腹C肽(nmol/l),0.020618152,0.03848251,0.035243396,0.022234343,0.0,0.023740347,0.03608038,0.0,0.0,0.019853316,0.019715076,0.0,0.011390127,0.0,0.023017518,0.0,0.0,0.015323502,0.0,0.0,0.0,0.01762319,0.0,0.0,0.0,0.0,0.015871078,0.0,0.0,0.035396382,0.0,0.021172404,0.019344082,0.0,0.0,0.0,0.0,0.019244248,0.0,0.0,0.023527859,0.0,0.017741675,0.0,0.0,0.017869383,0.022903822,0.0,0.02989548,0.026254494,0.023347156,0.0,0.031901952,0.0,0.035182044,0.0,0.0,0.023695944,0.0,0.030685633,0.012992381,0.03549995,0.0,0.014505222,0.0,0.0,0.03530114,0.0,0.0,0.017175196,0.01848397,0.0,0.04157788,0.03728847,0.0,0.0,0.018843343
TC（总胆固醇）,0.018082399,0.020259857,0.018616922,0.0,0.0,0.0,0.028739752,0.0,0.0236888,0.040532652,0.045271087,0.0,0.015852917,0.0,0.019946957,0.0,0.0,0.028757118,0.0,0.024499098,0.0,0.037198655,0.0,0.0,0.021197613,0.0,0.0,0.0,0.0,0.01752153,0.0,0.01696628,0.011297629,0.0,0.021245027,0.024936065,0.0,0.022381704,0.03526362,0.020161796,0.0,0.0,0.0,0.0,0.025313616,0.020674804,0.01606228,0.0,0.0,0.031149926,0.0,0.023587132,0.032565247,0.0,0.02266058,0.0,0.0,0.0,0.0,0.0,0.0,0.0259221,0.047061842,0.0173469,0.02429442,0.020540988,0.020560272,0.0,0.021436479,0.021401579,0.026702683,0.0,0.0,0.0,0.0,0.0,0.016200624
TG（甘油三酯）,0.0,0.0,0.031414893,0.0283471,0.0,0.0,0.0,0.0,0.050861396,0.033194944,0.043328263,0.0,0.0,0.0,0.0,0.048513375,0.07582966,0.01233093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017384693,0.0,0.0,0.0,0.029108461,0.0,0.0,0.0,0.0,0.0,0.057344537,0.022803502,0.026036585,0.0,0.0,0.017470486,0.0,0.015240236,0.043331064,0.0,0.0,0.03699533,0.03956608,0.0,0.0,0.0,0.0,0.03178433,0.0,0.02894008,0.0,0.04794835,0.027658196,0.0,0.0,0.021107003,0.024283113,0.0,0.032758918,0.03564322,0.0,0.0,0.0,0.02704139,0.0,0.0,0.0,0.0,0.042786095,0.04675264
LDL--C（低密度脂蛋白）,0.018555405,0.0,0.0,0.0,0.0,0.0,0.0,0.030757692,0.01619549,0.0,0.034598686,0.0,0.0,0.0,0.022404986,0.025855117,0.022963617,0.019958703,0.0,0.0,0.050854005,0.025372872,0.042936597,0.0,0.026094915,0.0,0.0,0.0,0.0205527,0.024397777,0.029631488,0.0,0.014337298,0.0,0.0,0.0,0.0,0.016906688,0.017492022,0.02499789,0.0,0.0,0.016454417,0.01243723,0.0,0.017863557,0.016001472,0.0,0.0,0.0,0.041151483,0.0,0.022687797,0.0,0.0,0.0,0.019813484,0.0,0.025408316,0.0,0.028669393,0.03648005,0.0,0.0,0.03494635,0.029324347,0.020297075,0.0,0.02626469,0.0,0.025056995,0.0,0.0,0.0,0.024754206,0.045416538,0.023684407
HDL--C（高密度脂蛋白）,0.0,0.020272152,0.0,0.048683975,0.0,0.0,0.0,0.0,0.0,0.03220069,0.033177838,0.0,0.043621875,0.023001287,0.020556882,0.0,0.0,0.0,0.0,0.0,0.031164978,0.0,0.0,0.0,0.0,0.032619666,0.0,0.03336734,0.0,0.030729583,0.0,0.0,0.026126035,0.0,0.0,0.0,0.01795817,0.020387933,0.0,0.0,0.0,0.0,0.02334449,0.0129094515,0.042739656,0.0,0.030431563,0.0,0.044995394,0.0,0.028278286,0.0,0.02370808,0.0,0.050145064,0.046714406,0.020940391,0.0,0.0,0.0,0.0,0.05457549,0.039179616,0.0,0.0,0.0,0.03571635,0.012183511,0.04122042,0.033195667,0.0,0.0,0.016924117,0.029442104,0.017332308,0.0,0.0345413
24H尿蛋白定量(mg/24h),0.0,0.020061122,0.0,0.031066986,0.0,0.0,0.0,0.0,0.0,0.024112314,0.047762115,0.0,0.024729976,0.05737327,0.0,0.0,0.0,0.0,0.014580159,0.056705,0.044730898,0.0,0.0,0.035011508,0.014388688,0.02429342,0.0,0.0,0.059282143,0.0,0.0,0.0,0.0,0.0,0.048850328,0.0,0.021368127,0.0,0.0,0.0,0.03288677,0.03373904,0.0,0.030636607,0.0,0.0,0.0,0.0,0.0,0.0,0.02736426,0.052363005,0.0,0.0,0.0,0.0,0.043762263,0.0,0.02434805,0.0,0.0,0.0,0.0,0.0,0.0,0.040887106,0.0,0.037164554,0.048892256,0.0,0.0,0.0,0.0,0.041454006,0.032906428,0.0,0.0
尿白蛋白(mg/L),0.019731553,0.026947428,0.048261117,0.028993156,0.0,0.0,0.0,0.0,0.0,0.019013736,0.030191932,0.0,0.019314885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032912865,0.028168049,0.0,0.0,0.028956586,0.0,0.023178102,0.0,0.0,0.0,0.030859077,0.0,0.0,0.0,0.040549614,0.029997304,0.026887055,0.028945923,0.042685572,0.0,0.0,0.0,0.029995037,0.0,0.018320797,0.035434004,0.0,0.0,0.01966045,0.016990976,0.0,0.0,0.0,0.0,0.02654383,0.02894659,0.054062147,0.018290423,0.039497867,0.0,0.0,0.01691799,0.049994245,0.032862272,0.0,0.017667493,0.025718655,0.033330098,0.04618653,0.0,0.023809519,0.0,0.0,0.0,0.0,0.02648827,0.0
BUN尿素氮(mmol/L),0.0,0.0,0.03942849,0.0,0.0,0.019993355,0.034734324,0.04315968,0.0,0.0,0.0,0.015654264,0.02600826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019519337,0.028142495,0.0,0.047611397,0.0,0.0,0.0,0.026961224,0.0,0.028238678,0.038294245,0.03183265,0.0,0.055013645,0.025204936,0.034590583,0.0,0.0,0.0,0.0,0.022907658,0.041360207,0.0,0.0,0.040506657,0.019892873,0.034127824,0.0,0.0,0.0,0.051912416,0.032584935,0.0,0.028605685,0.0,0.024067475,0.0,0.0,0.026372286,0.035038836,0.0,0.0,0.033720374,0.0365026,0.0,0.0,0.0,0.02053174,0.020277845,0.027371095,0.0,0.040709868,0.0
CREA肌酐(umol/L),0.026379932,0.0,0.015040016,0.0,0.0,0.018646972,0.01790234,0.017128402,0.0,0.0,0.0,0.025939507,0.0,0.016881092,0.017881181,0.025104253,0.027445741,0.02643018,0.01437479,0.0,0.0,0.021768557,0.0218993,0.03709143,0.019623347,0.0,0.036672294,0.0,0.026665185,0.01911479,0.0,0.0,0.022202365,0.0,0.02907547,0.0,0.013701852,0.02140202,0.04373426,0.0,0.021809483,0.02071635,0.0,0.0,0.0,0.0,0.0,0.031402454,0.0,0.0,0.017756606,0.0,0.016387736,0.0,0.0,0.026664576,0.0,0.026701905,0.035804305,0.0,0.017622983,0.0,0.0,0.02575481,0.0,0.025337884,0.0,0.0,0.0,0.018276565,0.0,0.031838786,0.026937297,0.0,0.043358278,0.0,0.026745327
WBC(×109/L),0.042593505,0.049015846,0.034525353,0.0,0.027951717,0.02796779,0.036166567,0.0,0.0,0.036041565,0.0,0.026958792,0.030809099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04190534,0.028467325,0.027194787,0.0,0.027475026,0.025866222,0.0,0.034189794,0.0,0.02578181,0.0,0.0,0.0,0.0,0.035683043,0.033160284,0.0,0.0,0.0,0.044948023,0.0,0.06713024,0.0,0.0,0.0,0.0,0.0,0.0,0.042677253,0.03003088,0.0,0.029197158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041924696,0.0,0.0,0.045150056,0.0,0.06632486,0.0,0.02190351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
